No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,,,,time 2,time 1,delay 1,delay 2,jiter
478,325.381439,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,325.540332,325.381439,0.158893,0.244827,0.085934
479,325.540332,69.171.250.60,192.168.43.53,TCP,54,443  >  53246 [ACK] Seq=12901 Ack=218 Win=22960 Len=0,,,,,,,,,,,,,,,325.785159,325.540332,0.244827,0.041477,0.20335
480,325.785159,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,325.826636,325.785159,0.041477,2.109322,2.067845
481,325.826636,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=12939 Win=64157 Len=0,,,,,,,,,,,,,,,327.935958,325.826636,2.109322,0.137376,1.971946
482,327.935958,192.168.43.53,74.125.68.138,TCP,55,[TCP Keep-Alive] 53441  >  443 [ACK] Seq=4416 Ack=2993 Win=65536 Len=1,,,,,,,,,,,,,,,328.073334,327.935958,0.137376,11.468228,11.330852
483,328.073334,74.125.68.138,192.168.43.53,TCP,54,[TCP Keep-Alive ACK] 443  >  53441 [ACK] Seq=2993 Ack=4417 Win=18016 Len=0,,,,,,,,,,,,,,,339.541562,328.073334,11.468228,0.048677,11.419551
488,339.541562,69.171.250.60,192.168.43.53,TLSv1.2,452,Application Data,,,,,,,,,,,,,,,339.590239,339.541562,0.048677,1.999949,1.951272
489,339.590239,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=13337 Win=65280 Len=0,,,,,,,,,,,,,,,341.590188,339.590239,1.999949,0.190349,1.8096
492,341.590188,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,341.780537,341.590188,0.190349,0.043986,0.146363
493,341.780537,69.171.250.60,192.168.43.53,TCP,1334,443  >  53246 [ACK] Seq=13337 Ack=218 Win=22960 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,341.824523,341.780537,0.043986,0.044395,0.000409
494,341.824523,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=14617 Win=64000 Len=0,,,,,,,,,,,,,,,341.868918,341.824523,0.044395,0.153233,0.108838
495,341.868918,74.125.68.188,192.168.43.53,TCP,66,[TCP Keep-Alive ACK] 5228  >  53247 [ACK] Seq=1 Ack=2 Win=274 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,342.022151,341.868918,0.153233,0.000466,0.152767
496,342.022151,74.125.68.138,192.168.43.53,TLSv1.3,110,Application Data,,,,,,,,,,,,,,,342.022617,342.022151,0.000466,0.038355,0.037889
497,342.022617,192.168.43.53,74.125.68.138,TCP,54,"53441  >  443 [FIN, ACK] Seq=4417 Ack=3049 Win=65536 Len=0",,,,,,,,,,,,,,,342.060972,342.022617,0.038355,9.5E-05,0.03826
498,342.060972,74.125.68.138,192.168.43.53,TCP,54,"443  >  53441 [FIN, ACK] Seq=3049 Ack=4417 Win=18016 Len=0",,,,,,,,,,,,,,,342.061067,342.060972,9.5E-05,0.119916,0.119821
499,342.061067,192.168.43.53,74.125.68.138,TCP,54,53441  >  443 [ACK] Seq=4418 Ack=3050 Win=65536 Len=0,,,,,,,,,,,,,,,342.180983,342.061067,0.119916,0.800298,0.680382
500,342.180983,74.125.68.138,192.168.43.53,TCP,54,443  >  53441 [ACK] Seq=3050 Ack=4418 Win=18016 Len=0,,,,,,,,,,,,,,,342.981281,342.180983,0.800298,0.04082,0.759478
501,342.981281,69.171.250.60,192.168.43.53,TLSv1.2,652,"Application Data, Application Data",,,,,,,,,,,,,,,343.022101,342.981281,0.04082,0.919701,0.878881
502,343.022101,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=15215 Win=65280 Len=0,,,,,,,,,,,,,,,343.941802,343.022101,0.919701,7.8E-05,0.919623
503,343.941802,74.125.68.138,192.168.43.53,TCP,54,"[TCP Retransmission] 443  >  53441 [FIN, ACK] Seq=3049 Ack=4418 Win=18016 Len=0",,,,,,,,,,,,,,,343.94188,343.941802,7.8E-05,1.800872,1.800794
504,343.94188,192.168.43.53,74.125.68.138,TCP,54,[TCP ZeroWindow] 53441  >  443 [ACK] Seq=4418 Ack=3050 Win=0 Len=0,,,,,,,,,,,,,,,345.742752,343.94188,1.800872,0.053528,1.747344
505,345.742752,69.171.250.60,192.168.43.53,TLSv1.2,160,Application Data,,,,,,,,,,,,,,,345.79628,345.742752,0.053528,1.546262,1.492734
506,345.79628,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=15321 Win=65174 Len=0,,,,,,,,,,,,,,,347.342542,345.79628,1.546262,0.047447,1.498815
507,347.342542,69.171.250.60,192.168.43.53,TLSv1.2,390,Application Data,,,,,,,,,,,,,,,347.389989,347.342542,0.047447,6.828459,6.781012
508,347.389989,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=15657 Win=64838 Len=0,,,,,,,,,,,,,,,354.218448,347.389989,6.828459,0.982186,5.846273
514,354.218448,192.168.43.53,52.114.133.60,TCP,66,53449  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,355.200634,354.218448,0.982186,0.000162,0.982024
515,355.200634,52.114.133.60,192.168.43.53,TCP,62,"443  >  53449 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1",,,,,,,,,,,,,,,355.200796,355.200634,0.000162,0.00085,0.000688
516,355.200796,192.168.43.53,52.114.133.60,TCP,54,53449  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,355.201646,355.200796,0.00085,0.160921,0.160071
517,355.201646,192.168.43.53,52.114.133.60,TLSv1.2,262,Client Hello,,,,,,,,,,,,,,,355.362567,355.201646,0.160921,0.220291,0.05937
518,355.362567,52.114.133.60,192.168.43.53,TCP,54,443  >  53449 [ACK] Seq=1 Ack=209 Win=4048 Len=0,,,,,,,,,,,,,,,355.582858,355.362567,0.220291,0.046109,0.174182
519,355.582858,69.171.250.60,192.168.43.53,TLSv1.2,390,Application Data,,,,,,,,,,,,,,,355.628967,355.582858,0.046109,0.343772,0.297663
520,355.628967,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=15993 Win=64502 Len=0,,,,,,,,,,,,,,,355.972739,355.628967,0.343772,0.251181,0.092591
521,355.972739,192.168.43.53,69.171.250.60,TCP,55,[TCP Keep-Alive] 53443  >  443 [ACK] Seq=581 Ack=484 Win=65241 Len=1,,,,,,,,,,,,,,,356.22392,355.972739,0.251181,0,0.251181
522,356.22392,52.114.133.60,192.168.43.53,TCP,1334,443  >  53449 [ACK] Seq=1 Ack=209 Win=4048 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,356.22392,356.22392,0,0.000117,0.000117
523,356.22392,52.114.133.60,192.168.43.53,TCP,215,"[TCP Previous segment not captured] 443  >  53449 [PSH, ACK] Seq=3841 Ack=209 Win=4048 Len=161 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,356.224037,356.22392,0.000117,0.000455,0.000338
524,356.224037,192.168.43.53,52.114.133.60,TCP,66,53449  >  443 [ACK] Seq=209 Ack=1281 Win=65280 Len=0 SLE=3841 SRE=4002,,,,,,,,,,,,,,,356.224492,356.224037,0.000455,0,0.000455
525,356.224492,52.114.133.60,192.168.43.53,TCP,1334,[TCP Out-Of-Order] 443  >  53449 [ACK] Seq=2561 Ack=209 Win=4048 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,356.224492,356.224492,0,5.1E-05,5.1E-05
526,356.224492,52.114.133.60,192.168.43.53,TCP,1334,[TCP Out-Of-Order] 443  >  53449 [ACK] Seq=1281 Ack=209 Win=4048 Len=1280,,,,,,,,,,,,,,,356.224543,356.224492,5.1E-05,0.000323,0.000272
527,356.224543,192.168.43.53,52.114.133.60,TCP,66,[TCP Dup ACK 524#1] 53449  >  443 [ACK] Seq=209 Ack=1281 Win=65280 Len=0 SLE=2561 SRE=4002,,,,,,,,,,,,,,,356.224866,356.224543,0.000323,0.006289,0.005966
528,356.224866,192.168.43.53,52.114.133.60,TCP,54,53449  >  443 [ACK] Seq=209 Ack=4002 Win=65280 Len=0,,,,,,,,,,,,,,,356.231155,356.224866,0.006289,0.221266,0.214977
529,356.231155,192.168.43.53,52.114.133.60,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,356.452421,356.231155,0.221266,0.201756,0.01951
530,356.452421,52.114.133.60,192.168.43.53,TCP,54,443  >  53449 [ACK] Seq=4002 Ack=302 Win=4141 Len=0,,,,,,,,,,,,,,,356.654177,356.452421,0.201756,0.052925,0.148831
531,356.654177,52.114.133.60,192.168.43.53,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,356.707102,356.654177,0.052925,0.469973,0.417048
532,356.707102,192.168.43.53,52.114.133.60,TCP,54,53449  >  443 [ACK] Seq=302 Ack=4053 Win=65229 Len=0,,,,,,,,,,,,,,,357.177075,356.707102,0.469973,0.000625,0.469348
533,357.177075,192.168.43.53,52.114.133.60,TLSv1.2,1026,Application Data,,,,,,,,,,,,,,,357.1777,357.177075,0.000625,0.208841,0.208216
534,357.1777,192.168.43.53,52.114.133.60,TLSv1.2,1093,Application Data,,,,,,,,,,,,,,,357.386541,357.1777,0.208841,0,0.208841
535,357.386541,52.114.133.60,192.168.43.53,TCP,54,443  >  53449 [ACK] Seq=4053 Ack=1274 Win=5113 Len=0,,,,,,,,,,,,,,,357.386541,357.386541,0,0.426861,0.426861
536,357.386541,52.114.133.60,192.168.43.53,TCP,54,443  >  53449 [ACK] Seq=4053 Ack=2313 Win=6152 Len=0,,,,,,,,,,,,,,,357.813402,357.386541,0.426861,0.042106,0.384755
537,357.813402,52.114.133.60,192.168.43.53,TLSv1.2,412,Application Data,,,,,,,,,,,,,,,357.855508,357.813402,0.042106,1.368707,1.326601
538,357.855508,192.168.43.53,52.114.133.60,TCP,54,53449  >  443 [ACK] Seq=2313 Ack=4411 Win=64871 Len=0,,,,,,,,,,,,,,,359.224215,357.855508,1.368707,0.007055,1.361652
539,359.224215,192.168.43.53,52.114.133.60,TLSv1.2,1025,Application Data,,,,,,,,,,,,,,,359.23127,359.224215,0.007055,0.206259,0.199204
540,359.23127,192.168.43.53,52.114.133.60,TLSv1.2,980,Application Data,,,,,,,,,,,,,,,359.437529,359.23127,0.206259,0.375303,0.169044
541,359.437529,52.114.133.60,192.168.43.53,TCP,54,443  >  53449 [ACK] Seq=4411 Ack=4210 Win=8049 Len=0,,,,,,,,,,,,,,,359.812832,359.437529,0.375303,0.064065,0.311238
542,359.812832,52.114.133.60,192.168.43.53,TLSv1.2,411,Application Data,,,,,,,,,,,,,,,359.876897,359.812832,0.064065,0.664352,0.600287
543,359.876897,192.168.43.53,52.114.133.60,TCP,54,53449  >  443 [ACK] Seq=4210 Ack=4768 Win=64514 Len=0,,,,,,,,,,,,,,,360.541249,359.876897,0.664352,0.15329,0.511062
544,360.541249,192.168.43.53,52.114.133.60,TCP,54,"53449  >  443 [FIN, ACK] Seq=4210 Ack=4768 Win=64514 Len=0",,,,,,,,,,,,,,,360.694539,360.541249,0.15329,0.280591,0.127301
545,360.694539,52.114.133.60,192.168.43.53,TCP,54,443  >  53449 [ACK] Seq=4768 Ack=4211 Win=8049 Len=0,,,,,,,,,,,,,,,360.97513,360.694539,0.280591,9.8E-05,0.280493
546,360.97513,52.114.133.60,192.168.43.53,TCP,54,"443  >  53449 [FIN, ACK] Seq=4768 Ack=4211 Win=8049 Len=0",,,,,,,,,,,,,,,360.975228,360.97513,9.8E-05,0.861646,0.861548
547,360.975228,192.168.43.53,52.114.133.60,TCP,54,53449  >  443 [ACK] Seq=4211 Ack=4769 Win=64514 Len=0,,,,,,,,,,,,,,,361.836874,360.975228,0.861646,0.00047,0.861176
548,361.836874,192.168.43.53,69.171.250.60,TCP,54,"53443  >  443 [FIN, ACK] Seq=582 Ack=484 Win=65241 Len=0",,,,,,,,,,,,,,,361.837344,361.836874,0.00047,0.15351,0.15304
549,361.837344,192.168.43.53,69.171.250.60,TCP,54,"53443  >  443 [RST, ACK] Seq=583 Ack=484 Win=0 Len=0",,,,,,,,,,,,,,,361.990854,361.837344,0.15351,0.025442,0.128068
551,361.990854,69.171.250.60,192.168.43.53,TCP,54,443  >  53443 [ACK] Seq=484 Ack=583 Win=4421 Len=0,,,,,,,,,,,,,,,362.016296,361.990854,0.025442,0.0909,0.065458
553,362.016296,192.168.43.53,74.125.68.113,TCP,66,53450  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,362.107196,362.016296,0.0909,0.202494,0.111594
554,362.107196,192.168.43.53,74.125.68.113,TCP,66,53451  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,362.30969,362.107196,0.202494,0,0.202494
555,362.30969,74.125.68.113,192.168.43.53,TCP,62,"443  >  53451 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1",,,,,,,,,,,,,,,362.30969,362.30969,0,0.000173,0.000173
556,362.30969,74.125.68.113,192.168.43.53,TCP,62,"443  >  53450 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1",,,,,,,,,,,,,,,362.309863,362.30969,0.000173,0.000415,0.000242
557,362.309863,192.168.43.53,74.125.68.113,TCP,54,53451  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,362.310278,362.309863,0.000415,0.000722,0.000307
558,362.310278,192.168.43.53,74.125.68.113,TCP,54,53450  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,362.311,362.310278,0.000722,0.001214,0.000492
559,362.311,192.168.43.53,74.125.68.113,TLSv1.3,639,Client Hello,,,,,,,,,,,,,,,362.312214,362.311,0.001214,0.147019,0.145805
560,362.312214,192.168.43.53,74.125.68.113,TLSv1.3,639,Client Hello,,,,,,,,,,,,,,,362.459233,362.312214,0.147019,0.006169,0.14085
561,362.459233,74.125.68.113,192.168.43.53,TCP,54,443  >  53450 [ACK] Seq=1 Ack=586 Win=4425 Len=0,,,,,,,,,,,,,,,362.465402,362.459233,0.006169,0.03364,0.027471
562,362.465402,74.125.68.113,192.168.43.53,TCP,54,443  >  53451 [ACK] Seq=1 Ack=586 Win=4425 Len=0,,,,,,,,,,,,,,,362.499042,362.465402,0.03364,0,0.03364
563,362.499042,74.125.68.113,192.168.43.53,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,,,,,,362.499042,362.499042,0,0.003042,0.003042
564,362.499042,74.125.68.113,192.168.43.53,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,,,,,,362.502084,362.499042,0.003042,0.003505,0.000463
565,362.502084,192.168.43.53,74.125.68.113,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,,,,,,362.505589,362.502084,0.003505,0.00066,0.002845
566,362.505589,192.168.43.53,74.125.68.113,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,,,,,,362.506249,362.505589,0.00066,0.042825,0.042165
567,362.506249,192.168.43.53,74.125.68.113,TCP,54,"53451  >  443 [FIN, ACK] Seq=650 Ack=213 Win=64028 Len=0",,,,,,,,,,,,,,,362.549074,362.506249,0.042825,0.000912,0.041913
568,362.549074,192.168.43.53,74.125.68.113,TLSv1.3,146,Application Data,,,,,,,,,,,,,,,362.549986,362.549074,0.000912,0.000252,0.00066
569,362.549986,192.168.43.53,74.125.68.113,TLSv1.3,727,Application Data,,,,,,,,,,,,,,,362.550238,362.549986,0.000252,0,0.000252
570,362.550238,192.168.43.53,74.125.68.113,TCP,1414,53450  >  443 [ACK] Seq=1415 Ack=213 Win=64028 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,362.550238,362.550238,0,0.186413,0.186413
571,362.550238,192.168.43.53,74.125.68.113,TLSv1.3,82,Application Data,,,,,,,,,,,,,,,362.736651,362.550238,0.186413,0,0.186413
572,362.736651,74.125.68.113,192.168.43.53,TCP,54,443  >  53450 [ACK] Seq=213 Ack=650 Win=4489 Len=0,,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
573,362.736651,74.125.68.113,192.168.43.53,TCP,54,[TCP Dup ACK 562#1] 443  >  53451 [ACK] Seq=213 Ack=586 Win=4425 Len=0,,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
574,362.736651,74.125.68.113,192.168.43.53,TCP,54,443  >  53451 [ACK] Seq=213 Ack=651 Win=4489 Len=0,,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
575,362.736651,74.125.68.113,192.168.43.53,TCP,54,443  >  53450 [ACK] Seq=213 Ack=742 Win=4581 Len=0,,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
576,362.736651,74.125.68.113,192.168.43.53,TCP,54,443  >  53450 [ACK] Seq=213 Ack=1415 Win=5254 Len=0,,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
577,362.736651,74.125.68.113,192.168.43.53,TCP,54,443  >  53450 [ACK] Seq=213 Ack=2803 Win=6642 Len=0,,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
578,362.736651,74.125.68.113,192.168.43.53,TLSv1.3,85,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
579,362.736651,74.125.68.113,192.168.43.53,TCP,54,"[TCP Previous segment not captured] 443  >  53451 [FIN, ACK] Seq=793 Ack=651 Win=4489 Len=0",,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
580,362.736651,74.125.68.113,192.168.43.53,TLSv1.3,569,Application Data,,,,,,,,,,,,,,,362.736651,362.736651,0,0,0
581,362.736651,74.125.68.113,192.168.43.53,TCP,634,"[TCP Out-Of-Order] 443  >  53451 [PSH, ACK] Seq=213 Ack=651 Win=4489 Len=580",,,,,,,,,,,,,,,362.736651,362.736651,0,0.000173,0.000173
582,362.736651,74.125.68.113,192.168.43.53,TLSv1.3,467,Application Data,,,,,,,,,,,,,,,362.736824,362.736651,0.000173,0.000414,0.000241
583,362.736824,192.168.43.53,74.125.68.113,TCP,66,[TCP Dup ACK 565#1] 53450  >  443 [ACK] Seq=2803 Ack=213 Win=64028 Len=0 SLE=793 SRE=824,,,,,,,,,,,,,,,362.737238,362.736824,0.000414,0.000372,4.2E-05
584,362.737238,192.168.43.53,74.125.68.113,TCP,54,[TCP Dup ACK 566#1] 53451  >  443 [ACK] Seq=651 Ack=213 Win=64028 Len=0,,,,,,,,,,,,,,,362.73761,362.737238,0.000372,0.000294,7.8E-05
585,362.73761,192.168.43.53,74.125.68.113,TCP,66,[TCP Dup ACK 565#2] 53450  >  443 [ACK] Seq=2803 Ack=213 Win=64028 Len=0 SLE=793 SRE=1339,,,,,,,,,,,,,,,362.737904,362.73761,0.000294,0.000427,0.000133
586,362.737904,192.168.43.53,74.125.68.113,TCP,54,"53451  >  443 [RST, ACK] Seq=651 Ack=793 Win=0 Len=0",,,,,,,,,,,,,,,362.738331,362.737904,0.000427,0.035551,0.035124
587,362.738331,192.168.43.53,74.125.68.113,TCP,66,[TCP Dup ACK 565#3] 53450  >  443 [ACK] Seq=2803 Ack=213 Win=64028 Len=0 SLE=793 SRE=1752,,,,,,,,,,,,,,,362.773882,362.738331,0.035551,9.7E-05,0.035454
588,362.773882,74.125.68.113,192.168.43.53,TLSv1.3,469,"Application Data, Application Data, Application Data",,,,,,,,,,,,,,,362.773979,362.773882,9.7E-05,0.121859,0.121762
589,362.773979,192.168.43.53,74.125.68.113,TCP,66,[TCP Dup ACK 565#4] 53450  >  443 [ACK] Seq=2803 Ack=213 Win=64028 Len=0 SLE=793 SRE=2167,,,,,,,,,,,,,,,362.895838,362.773979,0.121859,0.000122,0.121737
590,362.895838,74.125.68.113,192.168.43.53,TCP,634,[TCP Out-Of-Order] 443  >  53450 [ACK] Seq=213 Ack=2803 Win=6642 Len=580,,,,,,,,,,,,,,,362.89596,362.895838,0.000122,0.004098,0.003976
591,362.89596,192.168.43.53,74.125.68.113,TCP,54,53450  >  443 [ACK] Seq=2803 Ack=2167 Win=65280 Len=0,,,,,,,,,,,,,,,362.900058,362.89596,0.004098,0.000474,0.003624
592,362.900058,192.168.43.53,74.125.68.113,TLSv1.3,85,Application Data,,,,,,,,,,,,,,,362.900532,362.900058,0.000474,0.152594,0.15212
593,362.900532,192.168.43.53,74.125.68.113,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,363.053126,362.900532,0.152594,6.124678,5.972084
594,363.053126,74.125.68.113,192.168.43.53,TCP,54,443  >  53450 [ACK] Seq=2167 Ack=2873 Win=6712 Len=0,,,,,,,,,,,,,,,369.177804,363.053126,6.124678,0.054524,6.070154
595,369.177804,69.171.250.60,192.168.43.53,TLSv1.2,310,Application Data,,,,,,,,,,,,,,,369.232328,369.177804,0.054524,10.38257,10.328046
596,369.232328,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=16249 Win=64246 Len=0,,,,,,,,,,,,,,,379.614898,369.232328,10.38257,0.053806,10.328764
599,379.614898,69.171.250.60,192.168.43.53,TLSv1.2,390,Application Data,,,,,,,,,,,,,,,379.668704,379.614898,0.053806,7.215208,7.161402
600,379.668704,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=218 Ack=16585 Win=65280 Len=0,,,,,,,,,,,,,,,386.883912,379.668704,7.215208,0.154294,7.060914
601,386.883912,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,387.038206,386.883912,0.154294,10.564038,10.409744
602,387.038206,74.125.68.188,192.168.43.53,TCP,66,[TCP Keep-Alive ACK] 5228  >  53247 [ACK] Seq=1 Ack=2 Win=274 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,397.602244,387.038206,10.564038,0.130914,10.433124
605,397.602244,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,397.733158,397.602244,0.130914,0.291442,0.160528
606,397.733158,69.171.250.60,192.168.43.53,TCP,54,443  >  53246 [ACK] Seq=16585 Ack=249 Win=22991 Len=0,,,,,,,,,,,,,,,398.0246,397.733158,0.291442,0.182102,0.10934
607,398.0246,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,398.206702,398.0246,0.182102,9.846756,9.664654
608,398.206702,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=249 Ack=16623 Win=65242 Len=0,,,,,,,,,,,,,,,408.053458,398.206702,9.846756,8.676989,1.169767
609,408.053458,192.168.43.53,74.125.68.113,TCP,55,[TCP Keep-Alive] 53450  >  443 [ACK] Seq=2872 Ack=2167 Win=65280 Len=1,,,,,,,,,,,,,,,416.730447,408.053458,8.676989,0.389077,8.287912
614,416.730447,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,417.119524,416.730447,0.389077,0.083441,0.305636
615,417.119524,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,417.202965,417.119524,0.083441,1.126078,1.042637
616,417.202965,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=280 Ack=16661 Win=65204 Len=0,,,,,,,,,,,,,,,418.329043,417.202965,1.126078,0,1.126078
617,418.329043,69.171.250.60,192.168.43.53,TLSv1.2,143,Application Data,,,,,,,,,,,,,,,418.329043,418.329043,0,0.000139,0.000139
618,418.329043,69.171.250.60,192.168.43.53,TLSv1.2,172,Application Data,,,,,,,,,,,,,,,418.329182,418.329043,0.000139,3.004268,3.004129
619,418.329182,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=280 Ack=16868 Win=64997 Len=0,,,,,,,,,,,,,,,421.33345,418.329182,3.004268,0.069395,2.934873
621,421.33345,69.171.250.60,192.168.43.53,TLSv1.2,180,Application Data,,,,,,,,,,,,,,,421.402845,421.33345,0.069395,7.279343,7.209948
622,421.402845,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=280 Ack=16994 Win=64871 Len=0,,,,,,,,,,,,,,,428.682188,421.402845,7.279343,0,7.279343
626,428.682188,69.171.250.60,192.168.43.53,TCP,1334,443  >  53246 [ACK] Seq=16994 Ack=280 Win=23022 Len=1280 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,428.682188,428.682188,0,0.00015,0.00015
627,428.682188,69.171.250.60,192.168.43.53,TLSv1.2,716,"Application Data, Application Data",,,,,,,,,,,,,,,428.682338,428.682188,0.00015,3.511967,3.511817
628,428.682338,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=280 Ack=18936 Win=65280 Len=0,,,,,,,,,,,,,,,432.194305,428.682338,3.511967,0.090435,3.421532
631,432.194305,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,432.28474,432.194305,0.090435,0.222062,0.131627
632,432.28474,69.171.250.60,192.168.43.53,TLSv1.2,154,Application Data,,,,,,,,,,,,,,,432.506802,432.28474,0.222062,0.658203,0.436141
633,432.506802,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=280 Ack=19036 Win=65180 Len=0,,,,,,,,,,,,,,,433.165005,432.506802,0.658203,6.456718,5.798515
634,433.165005,74.125.68.188,192.168.43.53,TCP,66,[TCP Keep-Alive ACK] 5228  >  53247 [ACK] Seq=1 Ack=2 Win=274 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,439.621723,433.165005,6.456718,0.00052,6.456198
638,439.621723,192.168.43.53,74.125.68.113,TLSv1.3,173,Application Data,,,,,,,,,,,,,,,439.622243,439.621723,0.00052,0.000261,0.000259
639,439.622243,192.168.43.53,74.125.68.113,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,439.622504,439.622243,0.000261,0.185154,0.184893
640,439.622504,192.168.43.53,74.125.68.113,TLSv1.3,1402,Application Data,,,,,,,,,,,,,,,439.807658,439.622504,0.185154,0.002938,0.182216
641,439.807658,74.125.68.113,192.168.43.53,TCP,54,[TCP Dup ACK 594#1] 443  >  53450 [ACK] Seq=2167 Ack=2873 Win=6712 Len=0,,,,,,,,,,,,,,,439.810596,439.807658,0.002938,0.000286,0.002652
642,439.810596,74.125.68.113,192.168.43.53,TCP,54,443  >  53450 [ACK] Seq=2167 Ack=3031 Win=6870 Len=0,,,,,,,,,,,,,,,439.810882,439.810596,0.000286,0,0.000286
644,439.810882,74.125.68.113,192.168.43.53,TCP,54,[TCP Previous segment not captured] 443  >  53450 [ACK] Seq=2206 Ack=4379 Win=8218 Len=0,,,,,,,,,,,,,,,439.810882,439.810882,0,0.053058,0.053058
645,439.810882,74.125.68.113,192.168.43.53,TCP,93,"[TCP Retransmission] 443  >  53450 [PSH, ACK] Seq=2167 Ack=3031 Win=6870 Len=39",,,,,,,,,,,,,,,439.86394,439.810882,0.053058,0.026693,0.026365
647,439.86394,192.168.43.53,74.125.68.113,TCP,54,53450  >  443 [ACK] Seq=4379 Ack=2206 Win=65241 Len=0,,,,,,,,,,,,,,,439.890633,439.86394,0.026693,0.036984,0.010291
